Index,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
2337.0,Thailand Outbound,Bus Tours,2.4,5.0,4.0,133.34,"Bottled water & Cold Towels, Hotel pick-up, Air-conditioned vehicle, Drop-off at the Thailand border","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2338.0,Phnom Penh Day Tour,Full-day Tours,2.4,5.0,7.0,145.0,"Pick-up and drop-off hotel, Drinking water and cool towel during trip, Professional English speaking guide, Lunch, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Royal Palace, Entry/Admission - Wat Phnom, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Wat Phnom","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2339.0,Siem Reap Evening Street Food Tour,Bus Tours,1.4,2.5,3.0,62.0,"An English-speaking tour guide, Service of tuk tuk transfer, Street food and 1 can of beer","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2340.0,"Local village homestay (2 days and 1 night, with Japanese guide & private car)",Adventure Tours,1.6,5.0,48.0,180.0,"Japanese guide, private car, morning and night, homestay","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2341.0,7-Day Trip-The Best of Bangkok with Angkor Wat,Bus Tours,16.4,4.9,72.0,1500.0,"Breakfast, Breakfast, Breakfast, Breakfast, Breakfast, Breakfast, Transportation, Hotel accommodation, Professional tour guide service, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Preah Khan, Entry/Admission - Ta Prohm, Entry/Admission - Angkor Wat","Asia, Thailand, Bangkok, Things to Do in Bangkok, Bangkok Tours, Tours and Tickets"
2342.0,Siem Reap Classic 3 Days,Adventure Tours,4.4,5.0,72.0,320.52,"Breakfast, Lunch, Lunch, Dinner, Dinner, Breakfast, Round-trip private transfer, 2 nights accommodation, Professional Tour guide, All taxes, fees and handling charges, Bottled water, Entry/Admission - Siem Reap, Entry/Admission - Tonle Sap Lake","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2343.0,Preah Vihear & Beng Mealea Private Tour,Adventure Tours,4.4,5.0,7.0,355.0,"Air-conditioned private car, 02 Bottles of water per guest, English speaking tour guide, Lunch, Entry/Admission - Preah Vihear Temple, Entry/Admission - Beng Mealea, Entry/Admission - Koh Ker Temple","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2344.0,2 Day Angkor Wat Sunrise Tours - Beng Mealea - Tonle Sap Lake,Bus Tours,2.4,5.0,48.0,127.0,"Air-conditioned, safe vehicle, friendlgy driver, Reliable knowlegdable officail tour guide, Passenger insurance included, Toll, parking, free cold water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2345.0,By Military Jeep to Phnom Kulen,Full-day Tours,1.4,5.0,7.0,200.0,"A full-day tour with a professional English-speaking guide., Transportation by military jeep with professional driver., All entrance fees for visits as mentioned in the description., All applicable taxes and service charges, Picnic lunch near Phnom Kulen is included (food only), Entry/Admission - Phnom Kulen National Park, Entry/Admission - Kbal Spean","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2346.0,2 Days Private Tour to Kulen Mountain Jungle Trekking Adventure,Adventure Tours,4.0,5.0,48.0,250.0,"Lunch, Lunch, Breakfast, Dinner, Your guide and team will prepare a delicious BBQ around the campfire this evening., A basic but nourishing cooked breakfast, Bottled water, A local Style lunch of rice with grilled pork or chicken (vegetarian/vegan options available), All Fees and Taxes, Air-conditioned vehicle, Tent and basic bedding, Entry/Admission - Phnom Kulen National Park, Entry/Admission - Phnom Kulen Waterfall","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2347.0,2 Days Private Guide Tour Phnom Penh Heritage,Bus Tours,4.4,5.0,48.0,282.06,"Lunch, Breakfast, Stay one night at the iRoHa Garden Hotel in Phnom Penh, Private transportation by modern air-conditioned vehicle, Sightseeing as specified in the itinerary including entrance fees, Professional Licensed English Speaking guide, Boat cruise as specified in the programmed, 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the Royal Palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Choeung Ek Genocidal Center $5.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Wat Phnom, Entry/Admission - Friends 'n' Stuff, Entry/Admission - Royal Palace, Entry/Admission - National Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2348.0,Half-Day Private Sunset Tour in Kampong Phluk,Bus Tours,1.8,3.4,4.0,110.0,"Admission and boat cruise around, Pick up and drop off at any hotel in Siem Reap, market and restaurant, Cold drinking waters, wipes, parking and toll road, Professional driver/guide in private air-con vehicle, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2349.0,Full-Day Angkor Temple Bike Tour from Siem Reap Inclusive of Lunch,Full-day Tours,1.4,1.9,7.0,44.0,"Professional guide, Use of bicycle and safety equipment, Lunch, Bottled water, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2350.0,Koh Lanta any hotel to Krabi airport Private transfer,Bus Tours,1.2,3.3,3.0,76.66,"One-way private transfer, Transport by air-conditioned minivan, Transport by private vehicle","Asia, Cambodia, Koh Kong Province, Koh Rong, Things to Do in Koh Rong, Koh Rong Tours, Tours and Tickets"
2351.0,Angkor Sunrise Scooter Adventure,Full-day Tours,1.4,2.7,10.0,50.0,"English speaking guide, Pickup & drop-off by scooters & drivers, Cold drinking water, Cold towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2352.0,"1Day Banteay Srei , Banteay Samre & Kbal Spean 1000 Lingar Waterfall",Full-day Tours,2.0,5.0,8.0,150.0,"professional and experienced English speaking tour guide, Mineral water & cool towel, All applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2353.0,2 Days Angkor Wat Sunrise Tours And River 1000 Lingas Phnom Kulen,Bus Tours,4.0,5.0,48.0,240.0,"Chilled waters and wipes, Toll roads, parking lots, gasoline, Private air-conditioning car/SUV/minivan, Professional tour guide in history and photography guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2354.0,Private Grand Tour Bakeng Sunset from Siem Reap,Full-day Tours,1.4,2.5,7.0,64.11,"Professional English speaking tour guide, Tuk Tuk and licensed driver, Cool pure drinking water and towels., Gratuities is recommended, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2355.0,2days Explore Angkor wat Small Tour & Big Tour + Banteay Srei (Private tour),Bus Tours,1.8,3.4,48.0,99.0,"-Cold mineral water and towel, - English Speaking Driver, - Tour Information, - Pick up and Drop off to the hotel, - Parking fee, -Private vehicle, - Air-con vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2357.0,Angkor Wat Sunrise Tour Joined-In Small Group with Breakfast included,Bus Tours,1.4,1.9,7.0,29.0,"Fully vaccinated English speaking tour guide with license, Transportation by air-conditioned and experienced driver, Cool bottle of water and towels during this tour, Hotel pick-up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2358.0,Small Circuit and Beung Mealea 2-day Tour,Bus Tours,2.4,5.0,48.0,118.59,"Pick Up & Drop Off in Siem Reap, Car, Van or Minibus with A/C, Cool Water and Cool Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2359.0,Private Two Day Adventure to Koh Ker & Preah Khan Kompung Svay,Bus Tours,3.2,5.0,48.0,491.29,"Breakfast, Dinner, Private Tour Guide, Private Transportation, One night at homestay, hotel pick up & drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2360.0,Private Taxi Transfer From Phnom Penh - Kampot City,Bus Tours,1.4,1.9,4.0,45.54,"Experienced English speaking driver, Air-condition vehicle ( Car/Minivan), Free mineral water during the journey, Petrol and parking fee","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2361.0,Preah Vihea x Beng Mealea ! Full-day private car charter in Siem Reap 8hour,Bus Tours,1.8,5.0,7.0,213.4,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2362.0,3 Day.The Magical City of Angkor Wat - Free Airport Pick Up/ Drop off,Full-day Tours,2.4,5.0,5.0,140.0,"Professional English Tour Guide 1 Day, Experienced & safe driver ( Air Conditional Transportation), Free cool & cool towels during touring, All local applicable taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2363.0,Private Full Day Tour to Angkor Temples from Siem Reap,Full-day Tours,1.4,1.5,10.0,34.0,"Experienced English-speaking tour guide, Private transportation by Tuk Tuk, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2364.0,Angkor Wat Two Days Tour,Bus Tours,2.0,5.0,48.0,156.0,Air-conditioned vehicle,"Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2365.0,Phnom Penh Highlights,Bus Tours,4.4,5.0,48.0,260.77,"Lunch, Lunch, Food and drinks (morning teas, lunches, bottled water), Driver, Transport, Professional guide, Offering at Temple, Hotel pickup, Entry/Admission - Independence Monument, Entry/Admission - Wat Thmey (Killing Fields), Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - The Olympic Stadium, Entry/Admission - Russian Market, Entry/Admission - Royal Palace, Entry/Admission - National Museum of Cambodia, Entry/Admission - Experience Cambodian Living Arts, Entry/Admission - Wat Phnom, Entry/Admission - Central Market","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2366.0,Private 4 Day Trip: Phnom Penh-Kampung Thom & Siem Reap,Bus Tours,16.4,4.9,72.0,805.13,"Private English Tour Guide, Private Transportation with A/C, Pure Drinking Water, Cold Towel, Pick-up & Drop-off at the lobby of hotel where you are staying, Entry/Admission - Skun Spider Sanctuary","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2367.0,Big Tour & Banteay Srei Temple Small Group,Full-day Tours,1.4,1.5,7.0,29.0,"Tour guide, Drinking Water, Transport","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2368.0,Kompong Kleang floating village and Ancient Temples Explorer,Full-day Tours,1.4,2.1,8.0,57.7,"Air-conditioned vehicle, Experienced English speaking local guide, Pick up & drop off (from/at your hotel), Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2369.0,Private Phnom Kulen 1000 lingas waterfall by Lexus,Full-day Tours,1.2,2.9,7.0,83.34,"Professional English speaking tour guide, Lexus/minivan/bus and driver, Cool pure drinking water and towels, Pick up and drop off, Gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2370.0,Kulen`s Waterfall Adventure,Adventure Tours,1.4,2.1,8.0,62.5,"VIP Van, Local lunch, Cold towels and premium water, Pick up & drop off, Snacks, Licensed guide, Passenger Insurance, max $10,000,00","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2371.0,3hrs - Buddhist Waterblessing,Adventure Tours,1.4,1.5,3.0,25.65,"Driver/guide, Transport by private vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2372.0,Temples De-Coded Interactive Show presenting the stories behind Angkor History,Theater Shows,1.4,1.5,1.0,19.0,"Admission ticket, Entry/Admission - Bambu Stage Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2373.0,Full-Day Sunrise Angkor Wat Tours,Bus Tours,1.2,2.9,8.0,76.93,"Experienced local English speaking tour guide, Pick up & drop off at your hotel in Siem Reap, Traveling in air conditioning vehicle, All taxes & service charges, Cold bottled water & wet tissue","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2374.0,8-day Phnom Penh Siem Reap Angkor temples Floating village,Bus Tours,16.4,4.9,72.0,1070.77,"Breakfast, Breakfast, Lunch, Dinner, Dinner, Breakfast, Lunch, Lunch, Breakfast, Lunch, Breakfast, Breakfast, Lunch, Breakfast, Air-conditioned vehicle, Accommodation in Double/Twin shared with daily breakfast, Entrance fees as mentioned in the program, English-speaking tour guide (other languages available upon request), Water during transfer, Boat trip in Tonle Sap, Entry/Admission - Royal Palace, Entry/Admission - Silver Pagoda, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Tonle Bati, Entry/Admission - West Baray, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Angkor Wat, Entry/Admission - Ta Prohm Temple, Entry/Admission - Prasat Kravan, Entry/Admission - Banteay Kdei, Entry/Admission - Srah Srang, Entry/Admission - Thommanon, Entry/Admission - Chau Say Tevoda, Entry/Admission - Preah Khan, Entry/Admission - Neak Pean, Entry/Admission - Ta Som, Entry/Admission - Pre Rup, Entry/Admission - Tonle Sap Lake, Entry/Admission - Wat Bo Temple, Entry/Admission - Wat Bo Temple, Entry/Admission - Wat Thmey (Killing Fields), Entry/Admission - Artisans d'Angkor","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2375.0,Siem Reap Discovery Full Day Private Guided Tour,Full-day Tours,2.4,5.0,7.0,112.83,"Private Guide, Lunch, Bottled water, Coffee and/or Tea, Driver, Hotel pickup, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2376.0,Kulen waterfall 1000 Shiva lingas Tour,Full-day Tours,2.4,5.0,7.0,115.39,"English speaking tour guide with license, Cool pure drinking water, Local taxes, gratuity is recommended, Kulen Ticket, Beng Mealea Ticket, driver and motorcyle helmet","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2377.0," Siem Reap Tour Guide ( VIP Private Sunrise Tour, Angkor Wat, Bayon & Ta Prohm )",Bus Tours,1.4,1.5,6.0,20.0,"Hotel pickup and drop off, Private Tour, All local taxes","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2378.0,Angkor Wat avoid crowd Private bike tour,Full-day Tours,2.4,5.0,7.0,111.8,"Standard mountain bicycle and helmet., English speaking tour guide with license., Cold bottles of Water, Fruit Snack., Gratuity is recommended, Entry/Admission - Angkor Archaeological Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2379.0,Banteay srey temple,Bus Tours,1.4,5.0,24.0,190.0,"Air-conditioned vehicle, English Speaking Guide (1Day Tour)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2380.0,SIEM REAP E-BIKE HALF-DAY COUNTRYSIDE (25-30 km),Full-day Tours,1.4,1.5,5.0,44.88,"English Speaking tour guide, Hotel pickup and drop off, Modern E-Bike, high quality, fully charge and maintain with helmet, Snack and refreshments","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2381.0, Countryside and Silk Farm Tour by Tuk Tuk,Bus Tours,1.4,1.5,4.0,39.38,"Air-conditioned vehicle, Cool water and towels, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2382.0,Bird Watching at Tonle Sap’s Inundated Forest,Bus Tours,4.4,5.0,7.0,279.5,"All taxes, fees and handling charges, A full-day tour with a professional English-speaking guide, Transportation by air-conditioned vehicle with professional driver, Boat ride over the Tonle Sap Lake, All entrance fees for visits as mentioned in the description, Lunch at a local home is included (food only), Entry/Admission - Prek Toal Bird Sanctuary","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2383.0,7hr- Temples of Angkor Small Group-Join-in Tour (by Join-In luxury MiniBus),Full-day Tours,1.4,1.5,6.0,25.0,"Experienced and licensed English speaking tour guide, Bottled water & cool towel, Hotel pickup (4:20am to 4:50am), Hotel Drop off (12:30pm)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2384.0,Bike Tour to Visit Angkor Wat including Lunch,Full-day Tours,1.2,2.1,8.0,65.0,"Professional English tour guide, Use of bicycle and safety equipment, 1 Lunch & Drinks on your own account, Bottled water, Snacks, All local applicable taxes, Entry/Admission - Angkor Wat, Entry/Admission - Bayon Temple, Entry/Admission - Srah Srang, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2386.0,Sihanoukville Intercity,Adventure Tours,4.4,5.0,7.0,300.0,"Drop-off at Sihanoukville hotel or Sihanoukville airport, Bottled water & Cold Towels, Hotel pick-up, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2387.0,Phnom Penh Genocide Museum (S21) Private Guided Half Day Tour,Bus Tours,1.2,2.9,4.0,79.0,"Private transportation, Private Guide, Entrance Fee’s, Coffee and/or Tea, Bottled water, Offering for Cleansing Ceremony, Entry/Admission - The Olympic Stadium, Entry/Admission - Russian Market, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2388.0,Explore Angkor Wat Sunrise Private Tour,Full-day Tours,1.4,1.5,7.0,46.16,"Cold water/ cold towel, English speaking tourguide, Air Conditioner car, Coconut water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2389.0,Private Taxi tour: Explore Angkor Temples with Sunrise,Full-day Tours,1.4,1.5,8.0,27.0,"Vaccinated Experienced English Speaking Driver with license, Private Vehicle With Air-conditioned, Free Cool Water & Cool Towels During Tour, Parkings, Toll & Petrol","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2390.0,Siem Reap Highlight 4 Nights 5 Days Package,Bus Tours,4.4,5.0,72.0,374.36,"4 nights accommodation as selected with daily breakfast, Transportation in private air-conditioned vehicles, 2 times lunch on Day2 and Day3, Angkor 1 day pass, English speaking guide during tour, Cold drink water on tour, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Angkor Wat, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Wat Thmey (Killing Fields), Entry/Admission - Beng Mealea","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2391.0,Fabulous Sunrise Small Group of Angkor Wat Private Tour,Bus Tours,1.0,5.0,9.0,115.0,"Airconditioned vehecle with insurance, Full day experienced tour guide, Unlimited water bottle and wet towel, Hotel pick up and drop off provision","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2392.0,Private Two Day Tour included Tonle Sap Lake,Bus Tours,2.6,5.0,48.0,221.54,"Private English Speaking Tour Guide, Private Transportation, Pure Drinking Water, hotel pick up & drop off, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Wat, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2393.0, Phnom Kulen Adventure with Champagne Picnic,Full-day Tours,1.8,3.4,9.0,90.11,"Air-conditioned vehicle, Boat rental, Cool water and towels, Entrance to the floating village, Experienced English speaking local guide, Pick up / drop off from / at your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2394.0,2 Days Private Tours From Sunrise Angkor Wat And Sunset Tonle Sap Lake,Bus Tours,2.4,5.0,48.0,240.0,"Private air-conditioning car/SUV/minivan, Professional tour guide in history and photography guide, Toll roads, parking lots, gasoline, Chilled waters and wipes","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets"
2395.0,Discover Angkor Wat Full Day -Small Group,Full-day Tours,1.4,1.5,7.0,22.0,"English Speaking Tour Guide, Hotel Pick up and Drop Off, Air-condition Vehicle, Bottle Of Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2396.0,Private Taxi Transfer From Phnom Penh - Battambang City,Bus Tours,4.6,2.1,6.0,65.47,"Experienced English speaking driver, Air-conditioning vehicle ( SUV car/ Minivan), Free miniral water during the journey, Petrol, parkling fees and toll.","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2397.0,Transport (Poipet Border to Pattaya Hotel),Bus Tours,4.4,5.0,4.0,300.0,"Air-conditioned vehicle, Private transportation","Asia, Cambodia, Banteay Meanchey Province, Poipet, Things to Do in Poipet, Poipet Tours, Tours and Tickets"
2398.0,"Sidetrack, Sidecars",Rentals,2.4,5.0,8.0,110.0,"• Safety briefing • Pick up/Drop off from your Hotel • CHANG JIANG 750 motorcycle and sidecar • Helmet • Local experienced drivers • Fuel, other","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2399.0,Circus Workshop and Show,Art Classes,4.6,2.9,4.0,70.77,"Circus Workshop, Circus Performance Ticket, Dinner, Return transfer by Remork (Tuk Tuk) from/to your hotel in town","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2400.0,Private 4 Day Adventure To Temples included with Tonle Sap Lake,Bus Tours,2.6,5.0,72.0,187.7,"Private Transportation, Private Tour Guide, Pure Drinking Water, hotel pick up & drop off, Entry/Admission - Prasat Prei Monti, Entry/Admission - Angkor Wat, Entry/Admission - Banteay Srei, Entry/Admission - Banteay Samre, Entry/Admission - Neak Pean, Entry/Admission - Preah Khan, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Prohm Temple, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2401.0,5 Days Cambodian Civilization Discovery,Multi-day Tours,7.4,5.0,72.0,558.0,"Transportation in private air-conditioned vehicles, Lunch, Lunch, Dinner, Angkor Park 3 Days Pass, English speaking guide, Entry/Admission - Angkor National Museum, Entry/Admission - Bakong, Entry/Admission - Chong Kneas Floating Village, Entry/Admission - Siem Reap, Entry/Admission - Phnom Kulen National Park, Entry/Admission - Banteay Srei, Entry/Admission - Banteay Samre, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2403.0,"The Ultimate Day in Phnom Penh SMALL GROUP TOUR including, deluxe lunch",Bus Tours,1.8,3.4,6.0,88.21,"Air-conditioned vehicle, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Enjoy our Lunch at Friends Restaurant is famous not only in Phnom Penh but across the world. This vibrant and colourful training restaurant has become a must-visit place., Bottles of mineral water per person while sightseeing and transfers, Included admission fee to visit the royal palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Tuo l Sleng Genocide Museum $5.00 person, Entry/Admission - Royal Palace, Entry/Admission - National Museum of Cambodia, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Friends 'n' Stuff","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
2404.0,A Zipline View of Angkor Magnificence,Adventure Tours,2.4,5.0,5.0,124.0,"A half-day tour with a professional English-speaking assistance (no guide) at the zip-line park, Transportation by air-conditioned vehicle with professional driver., Use of a well-maintained zip-line and abseiling equipment during the tour, complete with helmet, All entrance fees for visits as mentioned in the description., All applicable taxes and service charges, 3rd party accident insurance","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2405.0,1 Day - Sambor Prey Kuk from Siem Reap,Bus Tours,2.4,5.0,7.0,250.0,"All local applicable taxes, English Speaking Guide, Experienced & safe driver, Free cool & cool towels during touring, Entry/Admission - Sambor Prei Kuk","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2406.0,Bike Ride In Siem Reap Countryside,Bike Tours,4.6,2.1,4.0,49.0,"Pick up and Drop off, Bicycle with Helmet, Bottled water, Local snacks and fruits","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
2407.0,Private Kompong Floating Village Sunset By War Jeep,Full-day Tours,4.6,2.1,7.0,64.62,"English speaking tour guide, War Jeep and licensed driver, Cold water and Cold towels, gratuity is recommended","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
